"case_ID","pay_attn_to_politics","vote_in_2012","vote_choice_2012","attn_to_news","registered_to_vote","party_of_registration","vote_in_primary","vote_choice_primary","vote_for_president","vote_choice_president","approve_of_congress","country_on_track","approve_of_president","feeling_dem_cand","feeling_rep_cand","feeling_prev_pres","feeling_bill_clinton","feeling_dem_party","feeling_rep_party","have_health_insurance","favor_2010_health_care_law","liberal.cons_self","current_econ","party_better_economy","importance_of_guns","policy_immigrants","build_wall","speak_english","syrian_refugees","gov_waste_.tax_money","global_warming","death_penalty","obama_angry","obama_proud","religion_important","attend_church","attend_church_often","born_again_christian","age","married","education","hispanic","white","black.af.amer","amer.indian.alaskan","asian","hawaiian.pac.islander.mentioned","native_status_parents","grandparents_born_outside_US"
2336,"2. Most of the time","1. Yes, voted","2. Mitt Romney","3. A moderate amount","1. Registered","1. Democratic party","1. Yes, voted in primary or caucus","4. Donald Trump","1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",0,100,0,0,15,85,"3. Neither favor nor oppose","3. Neither favor nor oppose","4. Moderate, middle of the road","4. Bad","2. Republicans","2. Very important","1. Make all unauthorized immigrants felons and send them back to their home country.","1. Favor","1. Very important","2. Oppose","1. Waste a lot","1. Has probably been happening","1. Favor","5. Always","1. Never","1. Important","1. Yes","2. Almost every week","1. Yes",NA,"1. Married","4. Associate degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2337,"3. About half the time","1. Yes, voted","2. Mitt Romney","3. A moderate amount","1. Registered",NA,"1. Yes, voted in primary or caucus","4. Donald Trump","1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",0,70,0,0,30,70,"2. Oppose","2. Oppose","7. Extremely conservative","3. Neither good nor bad","2. Republicans","2. Very important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","1. Favor","1. Very important","2. Oppose","1. Waste a lot","2. Probably hasn't been happening","1. Favor","4. Most of the time","1. Never","1. Important","1. Yes","2. Almost every week","1. Yes",NA,"1. Married","3. Some college","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2338,"1. Always","1. Yes, voted","1. Barack Obama","1. A great deal","1. Registered",NA,"2. No, didn't vote in primary or caucus",NA,"1. Yes","1. Hillary Clinton","2. Disapprove","1. Right direction","1. Approve",100,2,100,16,70,0,"1. Favor","1. Favor","2. Liberal","2. Good","1. Democrats","1. Extremely important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","2. Somewhat important","3. Neither favor nor oppose","1. Waste a lot","1. Has probably been happening","1. Favor","1. Never","5. Always","2. Not important","1. Yes","4. A few times a year","2. No",41,"1. Married","4. Associate degree","2. No","0. Not selected","1. Selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2339,"1. Always","1. Yes, voted","1. Barack Obama","1. A great deal","1. Registered",NA,"1. Yes, voted in primary or caucus","1. Hillary Clinton","1. Yes","1. Hillary Clinton","2. Disapprove","1. Right direction","1. Approve",100,15,100,85,100,1,"1. Favor","1. Favor",NA,"2. Good","1. Democrats","1. Extremely important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","1. Very important","2. Oppose","2. Waste some","1. Has probably been happening","2. Oppose","1. Never","5. Always","1. Important","1. Yes","2. Almost every week","1. Yes",50,"1. Married","6. Master's degree","2. No","0. Not selected","1. Selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","4. All"
2340,"1. Always","1. Yes, voted","1. Barack Obama","1. A great deal","1. Registered","1. Democratic party","1. Yes, voted in primary or caucus","2. Bernie Sanders","1. Yes","1. Hillary Clinton","2. Disapprove","1. Right direction","1. Approve",85,16,84,65,71,30,"1. Favor","1. Favor","1. Extremely liberal","2. Good","1. Democrats","3. Somewhat important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","3. Not very important","1. Favor","1. Waste a lot","1. Has probably been happening","2. Oppose","1. Never","4. Most of the time","1. Important","1. Yes","1. Every week",NA,73,"3. Divorced","4. Associate degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2341,"3. About half the time","2. No, didn't vote",NA,"4. A little","1. Registered","1. Democratic party","2. No, didn't vote in primary or caucus",NA,"1. Yes","3. Gary Johnson","1. Approve","2. Wrong track","1. Approve",0,50,75,100,75,50,"2. Oppose","2. Oppose",NA,"4. Bad","1. Democrats","1. Extremely important","1. Make all unauthorized immigrants felons and send them back to their home country.","1. Favor","1. Very important","2. Oppose","1. Waste a lot","1. Has probably been happening","1. Favor","2. Some of the time","3. About half the time","2. Not important","2. No",NA,NA,32,"5. Never married","1. Some high school or less","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2342,"2. Most of the time","1. Yes, voted","2. Mitt Romney","3. A moderate amount","1. Registered","2. Republican party","1. Yes, voted in primary or caucus","5. Ted Cruz","1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",50,85,0,50,50,85,"3. Neither favor nor oppose","3. Neither favor nor oppose","6. Conservative","4. Bad","2. Republicans","3. Somewhat important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","1. Favor","1. Very important","3. Neither favor nor oppose","1. Waste a lot","2. Probably hasn't been happening","1. Favor","5. Always","1. Never","1. Important","1. Yes","1. Every week","1. Yes",67,"1. Married","5. Bachelor's degree","2. No","0. Not selected","0. Not selected","0. Not selected","1. Selected","0. Not selected","3. Both parents born in another country","4. All"
2343,"3. About half the time","1. Yes, voted","1. Barack Obama","3. A moderate amount","1. Registered","1. Democratic party","1. Yes, voted in primary or caucus","2. Bernie Sanders","1. Yes",NA,"2. Disapprove","2. Wrong track","1. Approve",41,32,71,50,32,31,"3. Neither favor nor oppose","3. Neither favor nor oppose","5. Slightly conservative","4. Bad","2. Republicans","2. Very important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","1. Very important","3. Neither favor nor oppose","2. Waste some","1. Has probably been happening","1. Favor","1. Never","2. Some of the time","2. Not important","1. Yes","2. Almost every week","2. No",62,"1. Married","2. High school graduate","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2344,"2. Most of the time","2. No, didn't vote",NA,"1. A great deal","2. Not registered",NA,"2. No, didn't vote in primary or caucus",NA,"1. Yes","3. Gary Johnson","2. Disapprove","2. Wrong track","1. Approve",62,34,100,84,60,41,"3. Neither favor nor oppose","3. Neither favor nor oppose","3. Slightly liberal","4. Bad","1. Democrats","2. Very important","1. Make all unauthorized immigrants felons and send them back to their home country.","1. Favor","1. Very important","2. Oppose","2. Waste some","1. Has probably been happening","2. Oppose","1. Never","4. Most of the time","1. Important","1. Yes","2. Almost every week","2. No",56,"4. Separated","4. Associate degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2345,"2. Most of the time","1. Yes, voted","1. Barack Obama","3. A moderate amount","1. Registered",NA,"2. No, didn't vote in primary or caucus",NA,"1. Yes","1. Hillary Clinton","2. Disapprove","1. Right direction","1. Approve",70,5,90,85,85,1,"1. Favor","1. Favor","2. Liberal","1. Very good","1. Democrats","3. Somewhat important","2. Have a guest worker program in order to work","2. Oppose","1. Very important","1. Favor","1. Waste a lot","1. Has probably been happening","2. Oppose","1. Never","4. Most of the time","2. Not important","2. No",NA,NA,24,"5. Never married","5. Bachelor's degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2346,"2. Most of the time","1. Yes, voted","2. Mitt Romney","1. A great deal","1. Registered","2. Republican party","1. Yes, voted in primary or caucus","5. Ted Cruz","1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",1,84,21,1,1,62,"2. Oppose","2. Oppose","6. Conservative","4. Bad","3. Not much difference between them","2. Very important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","3. Neither favor nor oppose","1. Very important","2. Oppose","1. Waste a lot","1. Has probably been happening","1. Favor","3. About half the time","2. Some of the time","1. Important","1. Yes","1. Every week","1. Yes",59,"1. Married","3. Some college","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","1. One"
2347,"2. Most of the time","1. Yes, voted","1. Barack Obama","2. A lot","1. Registered","1. Democratic party","2. No, didn't vote in primary or caucus",NA,"1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",50,85,15,0,60,0,"2. Oppose","2. Oppose",NA,"4. Bad","3. Not much difference between them","1. Extremely important","1. Make all unauthorized immigrants felons and send them back to their home country.","3. Neither favor nor oppose","3. Not very important","3. Neither favor nor oppose","1. Waste a lot","1. Has probably been happening","1. Favor","4. Most of the time","1. Never","2. Not important","2. No",NA,NA,34,"3. Divorced","2. High school graduate","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2348,"3. About half the time","1. Yes, voted","1. Barack Obama","2. A lot","1. Registered",NA,"2. No, didn't vote in primary or caucus",NA,"2. No",NA,"1. Approve","1. Right direction","1. Approve",95,52,84,89,69,46,"2. Oppose","2. Oppose","4. Moderate, middle of the road","1. Very good","1. Democrats","2. Very important","4. Allow to remain and eventually qualify for U.S. citizenship without penalties.","1. Favor","1. Very important","1. Favor","2. Waste some","1. Has probably been happening","1. Favor","3. About half the time","3. About half the time","1. Important","1. Yes","3. Once or twice a month","1. Yes",20,"5. Never married","2. High school graduate","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2349,"3. About half the time","1. Yes, voted","1. Barack Obama","3. A moderate amount","1. Registered","3. None or 'independent'","2. No, didn't vote in primary or caucus",NA,"1. Yes",NA,"2. Disapprove","1. Right direction","1. Approve",66,15,84,91,50,19,"3. Neither favor nor oppose","3. Neither favor nor oppose","4. Moderate, middle of the road","2. Good","1. Democrats","2. Very important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","1. Favor","1. Very important","2. Oppose","1. Waste a lot","1. Has probably been happening","2. Oppose","1. Never","4. Most of the time","2. Not important","1. Yes","2. Almost every week","1. Yes",70,"2. Widowed","4. Associate degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","3. Both parents born in another country","4. All"
2350,"2. Most of the time","1. Yes, voted","1. Barack Obama","3. A moderate amount","1. Registered","1. Democratic party","1. Yes, voted in primary or caucus","1. Hillary Clinton","1. Yes","1. Hillary Clinton","2. Disapprove","1. Right direction","1. Approve",90,0,90,85,95,0,"1. Favor","1. Favor","2. Liberal","2. Good","1. Democrats","1. Extremely important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","3. Neither favor nor oppose","1. Very important","3. Neither favor nor oppose","1. Waste a lot","2. Probably hasn't been happening","1. Favor","2. Some of the time","4. Most of the time","1. Important","1. Yes","2. Almost every week","1. Yes",57,"1. Married","3. Some college","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","2. Two"
2351,"4. Some of the time","2. No, didn't vote",NA,"4. A little","1. Registered",NA,"2. No, didn't vote in primary or caucus",NA,"2. No",NA,"1. Approve","2. Wrong track","2. Disapprove",60,0,50,60,50,50,"3. Neither favor nor oppose","3. Neither favor nor oppose","4. Moderate, middle of the road","3. Neither good nor bad","3. Not much difference between them","5. Not important at all","2. Have a guest worker program in order to work","2. Oppose","1. Very important","3. Neither favor nor oppose","1. Waste a lot","2. Probably hasn't been happening","1. Favor","3. About half the time","3. About half the time","2. Not important","1. Yes","4. A few times a year","1. Yes",54,"3. Divorced","6. Master's degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","4. All"
2352,"2. Most of the time","1. Yes, voted","1. Barack Obama","2. A lot","1. Registered","3. None or 'independent'","1. Yes, voted in primary or caucus","1. Hillary Clinton","1. Yes","1. Hillary Clinton","2. Disapprove","2. Wrong track","1. Approve",60,40,70,70,65,45,"2. Oppose","2. Oppose","3. Slightly liberal","3. Neither good nor bad","2. Republicans","2. Very important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","1. Very important","2. Oppose","1. Waste a lot","1. Has probably been happening","1. Favor","1. Never","4. Most of the time","1. Important","1. Yes","4. A few times a year","2. No",35,"3. Divorced","5. Bachelor's degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
2353,"4. Some of the time","2. No, didn't vote",NA,"3. A moderate amount","2. Not registered",NA,"2. No, didn't vote in primary or caucus",NA,NA,NA,"2. Disapprove","2. Wrong track","1. Approve",63,3,98,51,71,53,"2. Oppose","2. Oppose",NA,"3. Neither good nor bad","1. Democrats","2. Very important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","1. Very important","3. Neither favor nor oppose","2. Waste some","1. Has probably been happening","2. Oppose","1. Never","3. About half the time","2. Not important","1. Yes","1. Every week","1. Yes",53,"1. Married","1. Some high school or less","2. No","0. Not selected","1. Selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
